Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
0,0,0,0,0,1,0,1,2,2,67500.0,24.898526321553486,0.3477141898875404,Working,Higher education,Single / not married,House / apartment,Sales staff
0,1,1,0,0,0,0,0,2,17,225000.0,39.56275625098394,7.603167758407086,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,0,0,0,0,0,1,0,1,25,108000.0,60.73225322901907,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
1,0,1,0,1,0,0,0,1,33,292500.0,27.35169099981519,3.342984455532968,Commercial associate,Higher education,Single / not married,Rented apartment,Sales staff
1,0,1,0,0,0,0,2,4,24,112500.0,35.58731527683662,5.881024251011314,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,37,135000.0,43.35749536267001,8.306809859203131,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,26,157500.0,32.49348035893961,3.34024654852598,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,1,0,0,0,0,1,3,11,90000.0,45.90648678617631,4.043888649322025,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers
1,1,1,0,0,0,1,1,3,43,360000.0,54.29817176259608,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,1,0,1,3,26,135000.0,24.56450166670089,0.3969965160133336,State servant,Higher education,Married,House / apartment,Core staff
0,0,1,0,0,0,1,0,2,36,202500.0,57.38105505246514,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,0,2,7,135000.0,57.279752493206566,0.3093834917897013,Commercial associate,Higher education,Married,House / apartment,Sales staff
0,0,1,0,0,0,0,0,2,19,180000.0,28.945152877882503,0.3750932599574255,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,0,0,1,3,27,810000.0,43.776395134739246,6.132911695654257,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,0,1,3,39,180000.0,32.63585152330301,8.123370089734902,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Realty agents
1,1,1,0,1,0,1,0,2,19,144000.0,61.89038789297521,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,1,0,2,4,58,225000.0,40.36222509702458,1.4319253646549894,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
0,1,1,1,1,0,0,4,5,8,157500.0,38.31427065579717,11.458140824246904,State servant,Secondary / secondary special,Separated,House / apartment,Security staff
0,1,1,0,1,0,1,0,2,17,72000.0,61.09365695394156,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,1,0,0,0,1,0,2,20,261000.0,64.800783041404,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,1,0,1,43,67500.0,61.47148812090597,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
1,1,1,0,0,0,0,0,2,12,225000.0,46.50061260669281,3.468928177854439,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
1,1,1,0,0,0,0,0,2,38,202500.0,48.14609471789291,0.6434081466422993,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
0,0,0,1,1,0,0,0,2,25,112500.0,42.536123260573454,2.234132117702622,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants
0,0,0,0,0,0,0,1,3,5,67500.0,40.02546253516499,2.51339863241545,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff
0,1,1,0,0,0,0,1,3,35,90000.0,39.43133671464849,1.3005058283195412,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff
0,0,1,0,0,0,1,0,1,11,207000.0,58.38039111001595,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
0,0,1,0,0,0,1,0,2,31,45000.0,59.52209833193015,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,1,0,0,0,0,0,2,51,135000.0,49.79705264310697,1.5825102500393573,Working,Secondary / secondary special,Married,House / apartment,Drivers
0,0,1,1,0,0,0,1,3,10,54000.0,23.42553235179367,3.0336009637432664,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
0,1,1,1,0,0,0,0,2,12,112500.0,27.713094724737672,2.4832816553385766,Working,Secondary / secondary special,Married,Office apartment,Core staff
1,0,1,0,0,0,0,0,1,20,112500.0,43.77913304174624,3.0116977076873583,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
0,0,1,0,0,0,0,0,2,23,112500.0,58.74453274194542,1.1636104779701155,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff
0,0,1,0,0,0,0,2,4,36,135000.0,33.36687269416894,3.685222831406531,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents
1,0,1,0,0,0,0,1,3,43,180000.0,25.8485800529785,3.381315153630807,Working,Higher education,Married,House / apartment,Managers
0,1,0,0,1,0,0,0,2,40,67500.0,49.824431713176864,5.766032156717797,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,0,0,1,1,0,0,0,1,38,180000.0,25.681567725552203,4.690034702971314,Working,Secondary / secondary special,Single / not married,House / apartment,Other
1,1,1,0,0,0,0,0,2,11,211500.0,58.821194138141095,4.679083074943359,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,1,0,2,44,76500.0,61.060802069857694,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,1,0,1,0,2,24,135000.0,55.174302004832406,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,1,0,0,2,30,157500.0,37.7365722773226,5.634612620382349,State servant,Higher education,Civil marriage,House / apartment,Core staff
0,0,1,0,0,0,1,0,2,8,47790.0,55.45083061253825,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,1,3,29,67500.0,34.08694223700692,4.013771672245152,Commercial associate,Higher education,Married,House / apartment,Laborers
0,0,1,0,1,0,1,0,2,16,211500.0,60.50500694743903,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,1,1,0,0,0,0,2,10,112500.0,35.02330643339699,0.4325893071041842,Working,Secondary / secondary special,Married,Rented apartment,Drivers
1,1,0,1,1,0,0,0,2,20,225000.0,36.96722040835883,6.176718207766073,Working,Secondary / secondary special,Married,House / apartment,Drivers
1,0,1,0,0,0,0,0,1,31,630000.0,51.34670800906248,6.762630307261614,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
1,1,1,0,0,0,0,2,4,24,157500.0,29.11490311231579,0.2792665147128277,Commercial associate,Secondary / secondary special,Married,House / apartment,IT staff
0,0,1,0,0,0,0,0,1,37,67500.0,48.25013518415847,25.35301888471358,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff
0,1,0,0,0,0,0,0,2,48,121500.0,35.20400829585823,3.756408413588233,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,0,0,1,21,382500.0,45.21379631340822,14.201523645249388,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers
0,1,1,0,0,0,0,2,4,23,270000.0,48.21454239306762,2.592797935618117,State servant,Higher education,Married,House / apartment,Cleaning staff
1,1,1,1,0,0,0,0,2,16,184500.0,26.409850989411144,8.484773814657386,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers
0,1,1,0,0,0,1,2,3,36,112500.0,59.680896938335486,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
0,1,1,0,0,1,0,0,2,13,427500.0,54.90051130413355,6.863932866520188,Working,Higher education,Married,House / apartment,Accountants
0,0,0,0,0,0,1,0,2,17,90000.0,58.91154506937172,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,1,3,2,270000.0,28.518039384792296,10.023477552584929,Working,Higher education,Married,House / apartment,Laborers
0,0,1,1,0,0,0,3,5,15,67500.0,33.673518278951654,12.838045955769111,Working,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,44,67500.0,54.25984106449825,31.20666406565501,State servant,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,0,0,0,2,7,162000.0,36.189654818374095,0.2135567465451036,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,0,1,0,0,0,1,0,2,36,67500.0,62.99924023080556,0.0,Pensioner,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,0,1,2,30,148500.0,33.062965016393214,0.3531900039015175,Working,Incomplete higher,Separated,House / apartment,Other
1,1,0,0,1,0,0,1,3,18,283500.0,39.03434019863515,16.591716462350355,Commercial associate,Higher education,Married,Municipal apartment,High skill tech staff
0,1,1,0,0,0,0,0,2,23,135000.0,37.18351506191093,7.052848450002395,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,1,28,90000.0,52.13522522707516,9.087113356194855,Working,Secondary / secondary special,Separated,House / apartment,Other
1,1,1,0,0,0,0,2,4,47,225000.0,38.67841228772664,3.685222831406531,Working,Secondary / secondary special,Married,House / apartment,Managers
1,1,1,1,1,0,0,1,3,7,135000.0,49.91204473740049,1.2156307111028974,Commercial associate,Higher education,Married,House / apartment,Managers
0,1,1,0,0,1,0,0,2,20,225000.0,48.72105518936049,6.707872167121844,Working,Higher education,Married,House / apartment,Managers
0,1,0,0,0,0,0,0,2,26,157500.0,39.48061904077428,7.0993928691212,Working,Secondary / secondary special,Married,House / apartment,Private service staff
1,1,1,0,0,0,0,1,3,19,351000.0,36.70985714970191,1.2156307111028974,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,1,1,0,0,0,0,0,2,2,252000.0,41.16169394306522,1.2156307111028974,Commercial associate,Higher education,Married,House / apartment,Managers
0,0,0,0,0,0,1,0,2,39,58500.0,57.41390993654901,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,0,0,0,0,0,0,1,4,225000.0,23.33518142056305,1.1800379200120468,State servant,Higher education,Single / not married,With parents,Core staff
0,0,1,0,0,0,0,0,2,28,112500.0,29.640581257657583,4.030199114287083,State servant,Secondary / secondary special,Married,Municipal apartment,Medicine staff
1,0,0,0,1,0,1,1,3,12,135000.0,52.37068522967617,0.0,Pensioner,Lower secondary,Married,House / apartment,Other
1,1,0,1,0,0,0,0,2,31,157500.0,31.99244337666071,1.3443123404313573,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,1,0,0,0,1,22,193500.0,44.077564905507984,5.108934475040555,Working,Secondary / secondary special,Single / not married,Municipal apartment,Laborers
1,1,1,0,0,0,0,0,1,44,135000.0,36.70711924269492,1.4647802487388517,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
1,1,0,0,1,0,0,2,4,3,178200.0,30.91370801590724,4.350534234104739,Working,Higher education,Married,House / apartment,Core staff
0,0,1,0,0,0,0,0,2,24,180000.0,46.63477005003525,4.199949348720371,Working,Higher education,Married,House / apartment,Sales staff
0,0,1,0,0,0,0,0,2,50,45000.0,43.11382163904803,9.92491290033334,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
1,1,0,1,0,0,0,1,3,26,135000.0,48.85247472569594,9.180202194432466,Working,Higher education,Married,House / apartment,Laborers
0,0,0,1,1,0,0,2,4,38,135000.0,31.861023840325263,6.25611751096874,State servant,Incomplete higher,Married,With parents,Core staff
1,1,1,1,1,0,0,0,2,31,180000.0,55.30845944817485,1.6317925761651506,Working,Secondary / secondary special,Married,House / apartment,Drivers
1,0,1,0,0,0,0,0,2,51,90000.0,56.21196876048105,15.688207150044148,Working,Secondary / secondary special,Married,House / apartment,Drivers
0,0,0,0,0,0,0,0,2,36,139500.0,41.126101151974375,3.381315153630807,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
1,0,0,0,0,0,0,1,3,24,292500.0,44.08304071952196,13.511571079488284,State servant,Secondary / secondary special,Married,Office apartment,Core staff
0,0,1,1,0,0,0,0,2,44,202500.0,42.5498127956084,2.4257856081918177,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,1,0,0,0,0,0,1,52,225000.0,30.787764293585766,8.961169633873386,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
0,1,1,0,0,0,1,0,2,14,99000.0,60.93485834753623,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,2,4,21,202500.0,27.017666344962592,1.5961997850743,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
1,0,1,0,0,0,0,1,2,26,247500.0,35.611956439899515,0.6351944256213338,Working,Higher education,Single / not married,House / apartment,Other
0,0,0,1,0,0,0,0,2,55,135000.0,54.4843494390713,9.525178477313018,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,0,0,0,0,0,0,0,2,20,270000.0,32.367536636618134,11.625153151673205,Working,Secondary / secondary special,Married,House / apartment,Other
1,0,1,0,0,0,0,0,1,10,180000.0,40.14593044347249,3.252633524302347,Working,Lower secondary,Single / not married,House / apartment,Drivers
1,1,0,0,0,0,0,0,2,17,162000.0,42.67028070391589,0.6050774485444602,Working,Secondary / secondary special,Married,House / apartment,Drivers
1,0,1,1,0,0,0,0,2,49,135000.0,63.226486512385605,1.8042807176054263,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff
0,0,0,1,1,0,0,0,2,40,117000.0,46.78261702841263,20.01410022108599,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
1,1,1,0,0,0,0,0,2,16,360000.0,47.242585405586695,13.31991758899909,Working,Higher education,Married,House / apartment,Laborers
0,0,1,0,1,0,1,0,2,42,112500.0,64.80899676242497,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,1,3,31,229500.0,30.62896568718044,4.84335749536267,State servant,Higher education,Married,House / apartment,Other
1,0,0,1,1,0,0,1,2,2,157500.0,29.73914590990917,3.1759721281066686,Working,Higher education,Separated,With parents,Laborers
0,0,1,0,0,0,0,0,2,48,202500.0,53.20027105279369,17.04620902551045,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,0,0,1,1,0,0,0,2,28,261000.0,30.412671033628342,7.11855821817012,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
0,1,1,1,1,0,0,1,3,53,180000.0,42.33078023504932,7.132247753205062,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
0,0,0,1,1,0,0,1,2,40,202500.0,42.651115354866974,21.763622798551648,Commercial associate,Higher education,Separated,House / apartment,Other
0,0,0,0,0,0,1,0,2,6,126000.0,61.468750213898986,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
0,0,1,0,0,0,0,0,2,56,225000.0,44.107681882584856,1.0979007098023916,Working,Secondary / secondary special,Married,With parents,Cooking staff
0,0,1,0,0,0,1,0,2,27,90000.0,60.84998323031958,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,1,0,1,0,0,2,22,112500.0,39.51347392485814,12.301416182399365,State servant,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,1,0,1,0,2,10,126000.0,60.16824438557944,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,1,0,2,49,81000.0,57.27701458619958,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,1,0,1,34,135000.0,64.1327337316988,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
0,0,0,0,0,1,0,0,2,30,90000.0,27.546082397311373,1.423711643634024,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
0,0,1,0,0,1,0,1,3,44,202500.0,38.51961368132131,8.468346372615454,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants
1,1,0,1,0,0,0,0,2,32,225000.0,52.409015927774014,6.612045421877246,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Other
0,0,1,0,0,0,0,0,2,8,157500.0,52.47198778893475,21.092835581839463,State servant,Secondary / secondary special,Married,House / apartment,Other
0,1,0,0,0,0,0,2,4,10,144000.0,41.492980690910834,5.31975331457867,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
0,1,1,0,0,0,0,0,1,19,225000.0,49.9832303195822,6.546335653709521,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
1,0,0,0,0,0,0,2,4,12,225000.0,27.748687515828525,2.680410959841749,Working,Secondary / secondary special,Married,Rented apartment,Other
1,1,0,1,0,0,0,0,2,44,427500.0,45.69840585364518,4.284824465937015,Working,Higher education,Married,House / apartment,Managers
0,0,1,0,0,0,1,0,1,25,90000.0,66.21628096401706,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
0,0,1,0,0,1,0,0,2,25,202500.0,41.70106162344196,22.92997118352875,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
0,1,0,1,1,0,0,0,2,23,112500.0,28.679575898204615,4.906329356523406,Working,Higher education,Married,With parents,Core staff
1,1,1,0,0,0,0,4,6,7,67500.0,37.61884227602209,5.65104006242428,Working,Secondary / secondary special,Married,House / apartment,Core staff
0,0,1,0,0,0,0,0,2,17,157500.0,54.380308972805736,2.047954441227404,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,2,4,16,135000.0,35.327214111172715,12.153569204021986,Working,Secondary / secondary special,Married,House / apartment,Security staff
0,0,1,0,1,0,0,2,4,6,135000.0,43.05632559190127,0.2902181427407818,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff
0,0,1,0,0,0,1,3,5,18,37800.0,35.63112178894844,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,0,1,0,2,38,238500.0,68.86383703977495,0.0,Pensioner,Secondary / secondary special,Married,Office apartment,Other
0,0,0,0,0,0,0,0,2,28,135000.0,31.54890244152857,6.034347043402671,Working,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,13,225000.0,26.9683840188368,0.6735251237191728,Commercial associate,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,5,112500.0,33.74470386113335,1.46751815574584,Working,Lower secondary,Civil marriage,Municipal apartment,Cleaning staff
1,0,0,0,0,0,0,0,2,50,112500.0,33.38877595022485,5.494979363025935,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,1,0,0,0,2,28,112500.0,37.164349712862,0.5147265173138394,State servant,Higher education,Married,House / apartment,Core staff
1,0,1,0,0,1,0,2,4,20,292500.0,34.44287014791543,1.7714258335215645,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,0,0,0,0,2,28,157500.0,55.02097921244105,5.150003080145383,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
0,0,1,1,0,0,0,1,3,28,157500.0,28.76992682943524,0.3805690739714025,Working,Incomplete higher,Married,House / apartment,Core staff
0,0,1,0,1,1,0,1,2,1,180000.0,50.70603776942716,5.752342621682854,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff
1,1,1,0,0,0,0,0,2,39,148500.0,49.3863665920587,0.7556623339288281,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,1,0,0,0,0,0,1,3,6,202500.0,27.25860216157758,1.2156307111028974,Commercial associate,Higher education,Married,With parents,Managers
0,0,1,0,0,0,1,0,1,12,90000.0,67.8015291210634,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
0,0,1,0,0,1,0,0,2,57,135000.0,44.62788421391267,26.552222153774547,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers
0,0,1,0,0,0,0,0,2,35,180000.0,40.77017324106587,3.4333353867635883,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,0,0,0,0,2,29,193500.0,48.95377728495451,26.990287274892708,Working,Secondary / secondary special,Single / not married,Municipal apartment,Cooking staff
1,1,1,0,0,0,1,0,2,36,108000.0,67.28954051075655,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,1,3,59,315000.0,42.4539860503638,16.698494835622906,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,0,0,2,34,135000.0,44.35135560620684,5.599019829291498,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,0,0,0,0,0,3,5,2,112500.0,29.815807306104848,5.295112151515774,Working,Higher education,Married,House / apartment,Drivers
0,0,0,0,1,0,0,0,2,37,121500.0,49.35351170797484,25.05732492795882,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,1,0,0,2,4,14,360000.0,43.53545931812426,0.7857793110057016,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,0,0,0,0,2,51,180000.0,32.50169407996057,8.175390322867683,Working,Higher education,Married,House / apartment,Core staff
0,1,0,1,0,0,0,1,3,23,112500.0,27.04504541503248,1.6810749022909437,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,0,1,0,1,0,2,47,180000.0,59.9163569409365,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,1,0,0,0,1,3,5,121500.0,36.92888971026099,3.5729686441200026,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
0,0,0,0,0,0,0,0,2,10,180000.0,28.225083335044523,4.408030281251497,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,1,1,0,0,1,3,1,72000.0,40.55935440152775,9.150085217355592,State servant,Secondary / secondary special,Married,House / apartment,Managers
1,1,0,0,0,0,0,0,1,39,112500.0,27.69940518970273,0.2956939567547588,Working,Higher education,Single / not married,With parents,High skill tech staff
0,0,1,0,0,0,1,0,2,57,144000.0,57.04703039761255,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,1,0,0,0,0,0,2,18,157500.0,42.82086558930026,3.635940505280738,Working,Secondary / secondary special,Married,House / apartment,Core staff
0,0,0,1,0,0,0,0,2,12,112500.0,38.80709391705511,3.846759344818853,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Core staff
1,1,0,0,0,0,0,1,3,15,135000.0,43.44510838689364,7.781131713861338,Commercial associate,Higher education,Married,House / apartment,Managers
1,1,1,0,0,0,0,2,4,10,315000.0,34.0431357248951,9.437565453089386,Working,Higher education,Married,House / apartment,Core staff
1,0,0,0,0,0,1,0,2,12,126000.0,55.54665735778284,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,1,1,0,0,0,0,2,45,315000.0,38.08428646721014,5.297850058522762,Working,Higher education,Married,House / apartment,Laborers
1,1,1,0,0,0,0,0,2,41,337500.0,51.48907917342587,3.2964400364141637,State servant,Secondary / secondary special,Married,House / apartment,Security staff
0,0,0,0,0,0,0,0,2,55,225000.0,59.22092856116142,7.036421007960464,Commercial associate,Higher education,Married,House / apartment,Sales staff
0,0,0,1,0,0,0,0,2,4,162000.0,46.33907609328049,4.51207074751706,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,0,0,0,0,0,0,1,2,46,216000.0,29.50368590730816,3.214302826204508,Commercial associate,Higher education,Separated,House / apartment,Laborers
0,0,1,0,0,0,1,0,2,42,162000.0,61.02794718577383,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,4,315000.0,36.206082260416025,3.381315153630807,State servant,Higher education,Married,House / apartment,Core staff
0,1,0,0,0,0,0,1,3,38,157500.0,40.74826998500996,2.7652860770583927,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,0,1,0,0,0,0,1,2,23,180000.0,45.07690096305879,2.4832816553385766,Working,Secondary / secondary special,Separated,House / apartment,Drivers
1,0,0,0,0,1,0,0,1,21,405000.0,38.92208601134863,5.2649951744389005,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
0,0,0,1,0,0,0,1,2,26,126000.0,43.45606001492159,24.69318329602935,State servant,Higher education,Single / not married,House / apartment,Managers
